TYPE_OF_DAY,TIME_OF_DAY,PROCESS,SUSPICIOUS
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,sshd,ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,morning,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,afternoon,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
WORKING,evening,kernel,NON-ATTACK
